ts,symbol,signal,quantity,confidence,leverage,ai_reason,adx14,rsi14,macd,macd_signal,ema_fast,ema_slow,price
2025-10-29T08:53:30.466831+00:00,BTC-USDT,hold,0.0,0.5,,MACD金叉但均线未多头,21.27423719339426,48.391639646840936,-84.72804482953507,-216.03540287616048,113120.39756493612,113496.26505999267,113147.5
2025-10-29T08:53:30.466831+00:00,ETH-USDT,hold,0.0,0.5,,MACD金叉但均线未多头,24.12428853309918,45.06534913688224,-5.843838273015081,-11.485627817047165,4016.312783508032,4043.1088188788062,4011.99
2025-10-29T08:53:30.466831+00:00,SOL-USDT,hold,0.0,0.5,,MACD金叉但均线未多头,27.09564671111261,44.81040115187787,-0.4057871755425424,-0.6520546789159749,194.97774721833449,196.43322305609564,194.75
2025-10-29T08:53:30.466831+00:00,BNB-USDT,hold,0.0,0.5,,MACD金叉但均线未多头,21.629247416333556,51.72028460172656,-0.6094320494407839,-2.890911793399738,1113.4509212938945,1119.0974661499415,1115.7
2025-10-29T08:53:30.466831+00:00,XRP-USDT,hold,0.0,0.6,,ADX<20震荡观望,13.596623926583629,53.27490587438397,0.0012486709285983721,-0.001768240706605572,2.624913532480206,2.627203038276146,2.6306
2025-10-29T08:53:30.466831+00:00,DOGE-USDT,hold,0.0,0.5,,MACD金叉但均线未多头,28.406871219418317,40.6291156036132,-0.000682969671740502,-0.0009478808224870792,0.19394336114585808,0.19607004579169252,0.19346
2025-10-29T09:15:59.495059+00:00,BTC-USDT,hold,0.0,0.5,,MACD金叉但均线未多头,20.477160311604443,44.515929419910066,-99.843841082984,-193.91900177965084,113078.13995139566,113469.29865847397,112930.0
2025-10-29T09:15:59.495059+00:00,ETH-USDT,hold,0.0,0.5,,MACD金叉但均线未多头,24.404938600269947,40.923730338212636,-7.011822561938516,-10.64153782755435,4013.180165926915,4041.165304505817,3999.99
2025-10-29T09:15:59.495059+00:00,SOL-USDT,hold,0.0,0.5,,MACD金叉但均线未多头,27.028942099988164,41.4805191708801,-0.4510689914257,-0.6142826033696975,194.83028314924158,196.33380969593824,194.2
2025-10-29T09:15:59.495059+00:00,BNB-USDT,hold,0.0,0.5,,MACD金叉但均线未多头,20.135663604089896,49.155601220260316,-0.5788509106480433,-2.4323286305415373,1113.4194186096267,1118.8571259315545,1113.2
2025-10-29T09:15:59.495059+00:00,XRP-USDT,entry,15793.0,0.65,,MACD金叉+ADX走强,12.953738821595266,51.39009306359675,0.0011522791123739218,-0.0012045583956516658,2.624887781921121,2.6270954755065477,2.6261
